"","Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_combined","converge_case","converge_control","allZero"
"FBgn0000003","FBgn0000003",0.900421801225369,1,-96.9591282249764,-98.0591008156411,13,7,367.829940970529,0,0,0,FALSE
"FBgn0000008","FBgn0000008",0.417421765933814,1,-99.4344557304981,-102.460314088692,13,7,826.152789045412,0,0,0,FALSE
"FBgn0000014","FBgn0000014",0.41796969161886,1,-94.2417250119661,-97.2651174069433,13,7,999.72053623601,0,0,0,FALSE
"FBgn0000015","FBgn0000015",0.0229858634184724,0.307892469912679,-98.5237018314278,-105.858632889299,13,7,729.11606519525,0,0,0,FALSE
"FBgn0000017","FBgn0000017",0.616828158689654,1,-109.628161303398,-111.850133355847,13,7,2993.13196872896,0,0,0,FALSE
"FBgn0000018","FBgn0000018",0.385058817763117,1,-76.9969975173396,-80.1724101281527,13,7,473.541884482196,0,0,0,FALSE
"FBgn0000024","FBgn0000024",0.715650556918876,1,-83.2072030210901,-85.0629528264826,13,7,218.375088912164,0,0,0,FALSE
"FBgn0000028","FBgn0000028",0.517134646046266,1,-78.9654057931427,-81.5705670370921,13,7,174.427894392332,0,0,0,FALSE
"FBgn0000032","FBgn0000032",0.718748488394765,1,-83.8223407976315,-85.6665771719085,13,7,755.416992292783,0,0,0,FALSE
"FBgn0000036","FBgn0000036",0.98168034700495,1,-53.5101180472427,-54.0584587220254,13,7,23.5567278083915,0,0,0,FALSE
"FBgn0000037","FBgn0000037",0.238522260956957,0.806769859946925,-55.5475967751073,-59.5447395427905,13,7,64.0945738288468,0,0,0,FALSE
"FBgn0000038","FBgn0000038",0.587099134382129,1,-65.2854608670444,-67.619248812824,13,7,48.8164968703614,0,0,0,FALSE
"FBgn0000042","FBgn0000042",0.34491027015446,0.960958717264803,-156.341132056386,-159.714474565804,13,7,25025.6245942726,0,0,0,FALSE
"FBgn0000043","FBgn0000043",0.364839421489776,0.981304631753453,-130.633655526771,-133.90684394732,13,7,4275.5838365377,0,0,0,FALSE
"FBgn0000044","FBgn0000044",0.612274948913256,1,-157.787387139535,-160.02639012873,13,7,32386.7866730427,0,0,0,FALSE
"FBgn0000045","FBgn0000045",0.984529429429581,1,-148.307838898474,-148.821828023911,13,7,9836.33262706626,0,0,0,FALSE
"FBgn0000046","FBgn0000046",0.17149182752339,0.683186361539125,-134.249262089517,-138.767906335935,13,7,10021.3877323949,0,0,0,FALSE
"FBgn0000047","FBgn0000047",0.924982896127193,1,-120.112183504619,-121.083025925603,13,7,1061.2701937314,0,0,0,FALSE
"FBgn0000052","FBgn0000052",0.839413516601311,1,-122.930833698806,-124.306222572437,13,7,4275.86838513981,0,0,0,FALSE
"FBgn0000053","FBgn0000053",0.939323618629142,1,-140.056887675614,-140.943535640942,13,7,9589.26585117604,0,0,0,FALSE
"FBgn0000054","FBgn0000054",0.126981491737432,0.601733275397382,-84.2579572880836,-89.2305260472579,13,7,826.632100545394,0,0,0,FALSE
"FBgn0000055","FBgn0000055",0.850928587947223,1,-104.781684445138,-106.108348592834,13,7,1246.0153673412,0,0,0,FALSE
"FBgn0000057","FBgn0000057",0.960462895730219,1,-104.900865015213,-105.64353137722,13,7,2377.40084362187,0,0,0,FALSE
"FBgn0000061","FBgn0000061",0.883870997564162,1,-39.6802396665277,-40.8598848782353,13,7,7.5268253629325,0,0,0,FALSE
"FBgn0000063","FBgn0000063",0.362475850316474,0.979461393689004,-79.2879002992657,-82.5727614308282,13,7,155.493979493794,0,0,0,FALSE
"FBgn0000064","FBgn0000064",0.703153317246275,1,-166.957290504699,-168.859390746342,13,7,62103.7917135532,0,0,0,FALSE
"FBgn0000071","FBgn0000071",0.803373058180604,1,-37.9071092775558,-39.4288379115643,13,7,5.69076878769804,0,0,0,FALSE
"FBgn0000075","FBgn0000075",0.984037828138558,1,-46.8749714027026,-47.3951279116404,13,7,21.4820569406688,0,0,0,FALSE
"FBgn0000077","FBgn0000077",0.666368074132362,1,-87.0331105914042,-89.0711996112875,13,7,455.851647089491,0,0,0,FALSE
"FBgn0000078","FBgn0000078",0.996907582608807,1,-171.299850909862,-171.583928712078,13,7,17704.3022609744,0,0,0,FALSE
"FBgn0000079","FBgn0000079",0.997073952127292,1,-180.244878536682,-180.52338518458,13,7,30437.2253419563,0,0,0,FALSE
"FBgn0000083","FBgn0000083",0.226416464065566,0.785557419799337,-124.614565224839,-128.695970458408,13,7,5795.2258553366,0,0,0,FALSE
"FBgn0000084","FBgn0000084",0.375147553147077,0.991961790103339,-112.307304969217,-115.530192617142,13,7,3038.15085223479,0,0,0,FALSE
"FBgn0000092","FBgn0000092",0.9629727587737,1,-54.7486960214997,-55.471915145191,13,7,31.5472602998356,0,0,0,FALSE
"FBgn0000094","FBgn0000094",0.885782093800416,1,-151.174834865456,-152.345516437069,13,7,7825.43596125725,0,0,0,FALSE
"FBgn0000097","FBgn0000097",0.307474605460008,0.912583064912355,-99.7778050266664,-103.351259939208,13,7,1037.91278898644,0,0,0,FALSE
"FBgn0000099","FBgn0000099",0.015864532523414,0.265072650834189,-85.3230692083686,-93.1396400242173,13,7,873.824861234791,0,0,0,FALSE
"FBgn0000100","FBgn0000100",0.522238412238356,1,-157.154959674883,-159.739814056504,13,7,50610.7735760169,0,0,0,FALSE
"FBgn0000108","FBgn0000108",0.0331705271526628,0.352323216878921,-75.7922635918674,-82.6423583366455,13,7,211.152915536776,0,0,0,FALSE
"FBgn0000109","FBgn0000109",0.880110096796064,1,-88.4642227644115,-89.6613471901323,13,7,654.376038624662,0,0,0,FALSE
"FBgn0000114","FBgn0000114",0.415311874458463,1,-138.012923186624,-141.048296532724,13,7,6734.56390779167,0,0,0,FALSE
"FBgn0000115","FBgn0000115",0.958314933904,1,-93.2558351117762,-94.0146496336583,13,7,1277.45371924832,0,0,0,FALSE
"FBgn0000116","FBgn0000116",0.925507496761432,1,-151.847846189803,-152.81574505984,13,7,29677.7356863465,0,0,0,FALSE
"FBgn0000117","FBgn0000117",0.007114649536944,0.177271241042396,-112.229254082427,-121.063793726877,13,7,5415.9648811743,0,0,0,FALSE
"FBgn0000119","FBgn0000119",0.19648716194801,0.728078785064297,-97.3907910255692,-101.69771966847,13,7,1029.64907756616,0,0,0,FALSE
"FBgn0000137","FBgn0000137",0.962748004871436,1,-36.1274352909212,-36.8524229356336,13,7,4.12328825832269,0,0,0,FALSE
"FBgn0000139","FBgn0000139",0.686503413519842,1,-92.9466143181033,-94.9103041752358,13,7,1321.43616751094,0,0,0,FALSE
"FBgn0000140","FBgn0000140",0.024165923442933,0.314201881124783,-97.401086448617,-104.670363186176,13,7,457.803306870145,0,0,0,FALSE
"FBgn0000146","FBgn0000146",0.0455674911787129,0.399550143378533,-85.2438649336243,-91.6662746387951,13,7,164.197314991968,0,0,0,FALSE
"FBgn0000147","FBgn0000147",0.0578190758609863,0.439305761954092,-95.0940702419499,-101.190093607749,13,7,425.5245240304,0,0,0,FALSE
"FBgn0000150","FBgn0000150",0.599572551274316,1,-152.0272005969,-154.313886487143,13,7,24988.7924788866,0,0,0,FALSE
"FBgn0000152","FBgn0000152",0.73511761575619,1,-68.6563240828264,-70.4395162905377,13,7,160.976746643854,0,0,0,FALSE
"FBgn0000153","FBgn0000153",0.929167275794202,1,-102.694250952888,-103.64135034327,13,7,670.372168102624,0,0,0,FALSE
"FBgn0000157","FBgn0000157",0.457974003377954,1,-66.3336154867109,-69.1821126755954,13,7,109.087269490423,0,0,0,FALSE
"FBgn0000158","FBgn0000158",0.168502146059371,0.676514496775407,-61.5590531355558,-66.1047579686876,13,7,35.9119219132063,0,0,0,FALSE
"FBgn0000163","FBgn0000163",0.517917388386746,1,-116.025899089833,-118.627939795245,13,7,3388.14802369058,0,0,0,FALSE
"FBgn0000166","FBgn0000166",0.942128007882729,1,-50.9479671762239,-51.8171064296158,13,7,26.3918987370985,0,0,0,FALSE
"FBgn0000173","FBgn0000173",0.635415296450216,1,-113.627473398868,-115.780199308658,13,7,3540.9542616193,0,0,0,FALSE
"FBgn0000179","FBgn0000179",0.42714865216932,1,-54.3949266002634,-57.3773093312841,13,7,39.048608387365,0,0,0,FALSE
"FBgn0000180","FBgn0000180",0.704791308049672,1,-71.8404192716703,-73.7364519323571,13,7,80.047107499653,0,0,0,FALSE
"FBgn0000181","FBgn0000181",0.570059473113974,1,-135.679362898913,-138.078020646286,13,7,18449.6219293166,0,0,0,FALSE
"FBgn0000182","FBgn0000182",0.0431571888680753,0.393397414826486,-71.5654974541787,-78.0616850653091,13,7,91.2183101307132,0,0,0,FALSE
"FBgn0000183","FBgn0000183",0.0318773018158912,0.34469332612195,-95.3563738302485,-102.259484148306,13,7,1549.71997176446,0,0,0,FALSE
"FBgn0000206","FBgn0000206",0.982268302733254,1,-54.488349986361,-55.0298616568884,13,7,29.9439605206157,0,0,0,FALSE
"FBgn0000210","FBgn0000210",0.770474489153798,1,-59.6686962664078,-61.3182590579662,13,7,77.3496672145071,0,0,0,FALSE
"FBgn0000212","FBgn0000212",0.068525040468033,0.468022981123729,-105.291033150157,-111.1508243,13,7,2032.88014038907,0,0,0,FALSE
"FBgn0000221","FBgn0000221",0.904886324507801,1,-72.1718848535656,-73.2494814035456,13,7,281.095387785707,0,0,0,FALSE
"FBgn0000228","FBgn0000228",0.155444558929319,0.661320752853421,-99.335309093518,-104.004288385179,13,7,1273.24672772743,0,0,0,FALSE
"FBgn0000229","FBgn0000229",0.973222908881911,1,-86.8745608622722,-87.5101523263996,13,7,902.069606838669,0,0,0,FALSE
"FBgn0000233","FBgn0000233",0.584753323629457,1,-46.0198390814585,-48.3625196456932,13,7,14.4556501083917,0,0,0,FALSE
"FBgn0000239","FBgn0000239",0.579829632083335,1,-104.370275158263,-106.731658712887,13,7,3170.54525670351,0,0,0,FALSE
"FBgn0000241","FBgn0000241",0.285139265424949,0.875615160909115,-50.3963729774358,-54.0981100250209,13,7,30.3785970558286,0,0,0,FALSE
"FBgn0000244","FBgn0000244",0.678876348122848,1,-116.420412746892,-118.412284991799,13,7,4459.45564865793,0,0,0,FALSE
"FBgn0000246","FBgn0000246",0.218868906343723,0.773247229342024,-65.684496909303,-69.8203257158594,13,7,107.889055098411,0,0,0,FALSE
"FBgn0000247","FBgn0000247",0.000440013830600988,0.0328806859791618,-99.6603517846603,-111.862369396796,13,7,1611.07509547839,0,0,0,FALSE
"FBgn0000250","FBgn0000250",0.672409541423374,1,-109.262488163748,-111.278252577421,13,7,3472.07793369071,0,0,0,FALSE
"FBgn0000251","FBgn0000251",0.877225313773906,1,-109.851155438864,-111.061549314098,13,7,1921.00778553709,0,0,0,FALSE
"FBgn0000253","FBgn0000253",0.670034593739068,1,-135.506812084264,-137.531351707494,13,7,13342.5537314867,0,0,0,FALSE
"FBgn0000256","FBgn0000256",0.261046422330364,0.839557430384035,-127.995628710282,-131.844802963377,13,7,5647.45947777036,0,0,0,FALSE
"FBgn0000257","FBgn0000257",0.759593281066404,1,-85.2271991430194,-86.9182136277238,13,7,775.298883100169,0,0,0,FALSE
"FBgn0000259","FBgn0000259",0.350681020119752,0.967227135729095,-104.534373990583,-107.878301187279,13,7,2406.26884380135,0,0,0,FALSE
"FBgn0000261","FBgn0000261",0.0140307250254888,0.256788335681884,-171.728867614576,-179.703332307255,13,7,129094.133639076,0,0,0,FALSE
"FBgn0000273","FBgn0000273",0.0127315747867765,0.245903781709284,-115.22083134307,-123.319650137659,13,7,3610.46284961918,0,0,0,FALSE
"FBgn0000274","FBgn0000274",0.108236797101132,0.564069764575343,-103.960042432164,-109.167431484475,13,7,883.963034236862,0,0,0,FALSE
"FBgn0000276","FBgn0000276",0.362999882758449,0.979461393689004,-131.120265479259,-134.402534037353,13,7,3121.90121936841,0,0,0,FALSE
"FBgn0000277","FBgn0000277",0.139374091286556,0.62794575298766,-108.815357372315,-113.64907235892,13,7,777.794666274162,0,0,0,FALSE
"FBgn0000279","FBgn0000279",0.501917327769919,1,-58.4312924623782,-61.0975851274121,13,7,22.6264067957381,0,0,0,FALSE
"FBgn0000283","FBgn0000283",0.00112520884877493,0.0629991073998179,-99.5464361262856,-110.63430004016,13,7,1965.98518827203,0,0,0,FALSE
"FBgn0000286","FBgn0000286",0.0913180494276368,0.526106517596918,-117.497794793085,-122.950910619121,13,7,3161.64723043402,0,0,0,FALSE
"FBgn0000287","FBgn0000287",0.453920203269672,1,-111.690103077338,-114.555893282065,13,7,1461.22443722693,0,0,0,FALSE
"FBgn0000289","FBgn0000289",0.00330100623564725,0.118239831267321,-93.4122501577654,-103.197561162002,13,7,2063.58109074381,0,0,0,FALSE
"FBgn0000299","FBgn0000299",0.038110386835721,0.373711307325351,-133.665530349725,-140.329625971338,13,7,6747.48352883239,0,0,0,FALSE
"FBgn0000303","FBgn0000303",0.537261669240683,1,-49.627461511927,-52.1530680037762,13,7,28.3051656477866,0,0,0,FALSE
"FBgn0000307","FBgn0000307",0.000150959199866649,0.0148864906741739,-95.2457353555009,-108.697498616167,13,7,974.690095594627,0,0,0,FALSE
"FBgn0000308","FBgn0000308",0.538569266326152,1,-123.145222052909,-125.665707027242,13,7,7474.91403397977,0,0,0,FALSE
"FBgn0000316","FBgn0000316",0.943849263494786,1,-88.8111978609776,-89.6693907191271,13,7,702.662903015802,0,0,0,FALSE
"FBgn0000317","FBgn0000317",0.0315703389913205,0.344476287464516,-107.12500303042,-114.040995688461,13,7,1364.1308590582,0,0,0,FALSE
"FBgn0000318","FBgn0000318",0.392575654348499,1,-90.6363780902596,-93.77633434643,13,7,2009.79530075521,0,0,0,FALSE
"FBgn0000319","FBgn0000319",0.0452794102722893,0.398521421774272,-130.411193618265,-136.842226246698,13,7,9037.81686949592,0,0,0,FALSE
"FBgn0000320","FBgn0000320",0.145376814656416,0.638995339898477,-85.2756654761443,-90.0459930450681,13,7,237.785770991126,0,0,0,FALSE
"FBgn0000326","FBgn0000326",0.874094159734057,1,-101.030497287636,-102.25516513547,13,7,1142.95296651779,0,0,0,FALSE
"FBgn0000330","FBgn0000330",0.85997931587159,1,-79.9215404017578,-81.2090493017356,13,7,440.415945446004,0,0,0,FALSE
"FBgn0000339","FBgn0000339",0.619509502578925,1,-96.8464079075653,-99.0583642626695,13,7,1508.03459099322,0,0,0,FALSE
"FBgn0000346","FBgn0000346",0.359449543078944,0.977543591325394,-95.6406500084452,-98.9405351034802,13,7,537.946806939004,0,0,0,FALSE
"FBgn0000351","FBgn0000351",0.342983227748531,0.958020928450468,-50.0248130689418,-53.4080570719326,13,7,33.1149462894967,0,0,0,FALSE
"FBgn0000352","FBgn0000352",0.00429092439568008,0.136473624000295,-76.9153986477393,-86.3782622652096,13,7,411.502785480418,0,0,0,FALSE
"FBgn0000357","FBgn0000357",0.798222925032793,1,-49.9340766760799,-51.4761144359648,13,7,20.6089254749866,0,0,0,FALSE
"FBgn0000370","FBgn0000370",0.369870446904876,0.987204531443054,-146.681968126881,-149.930485084544,13,7,29214.0813023444,0,0,0,FALSE
"FBgn0000376","FBgn0000376",0.379402119379492,0.997515560959637,-78.9059217673948,-82.1083263769619,13,7,347.7388159509,0,0,0,FALSE
"FBgn0000377","FBgn0000377",0.820579814199221,1,-92.4927364184181,-93.9456116986219,13,7,913.905034472391,0,0,0,FALSE
"FBgn0000382","FBgn0000382",0.0496086911331214,0.410025442471091,-106.630236003788,-112.936776170687,13,7,2366.89082614474,0,0,0,FALSE
"FBgn0000384","FBgn0000384",0.785171917188153,1,-89.5863746205283,-91.1793512532143,13,7,951.561864318275,0,0,0,FALSE
"FBgn0000394","FBgn0000394",0.998722326427124,1,-87.4243272144944,-87.631953043804,13,7,624.461009074909,0,0,0,FALSE
"FBgn0000395","FBgn0000395",1.72532356674142e-05,0.00309739819295899,-95.1155801088339,-111.052404173125,13,7,1057.49759658772,0,0,0,FALSE
"FBgn0000404","FBgn0000404",0.0439367421194622,0.396425209713219,-91.9502428226749,-98.4221550784781,13,7,459.739075050442,0,0,0,FALSE
"FBgn0000405","FBgn0000405",0.0152121276400528,0.262617269355722,-106.520754553014,-114.391391099087,13,7,975.0375250335,0,0,0,FALSE
"FBgn0000406","FBgn0000406",0.711894952735714,1,-161.629097029931,-163.498790779132,13,7,34328.5429362788,0,0,0,FALSE
"FBgn0000409","FBgn0000409",0.966896255482468,1,-142.773914422731,-143.465315275596,13,7,10175.5179658195,0,0,0,FALSE
"FBgn0000411","FBgn0000411",0.0928770469680781,0.528681824672357,-79.1881322542848,-84.6169539076414,13,7,158.988742827313,0,0,0,FALSE
"FBgn0000412","FBgn0000412",0.220479288950666,0.775405419250111,-111.182712300726,-115.306800636189,13,7,2947.36908819616,0,0,0,FALSE
"FBgn0000413","FBgn0000413",0.0338613495704045,0.355313185660218,-100.073255698581,-106.895825577451,13,7,1638.33205204795,0,0,0,FALSE
"FBgn0000414","FBgn0000414",0.160727562293752,0.66752261346225,-103.411183996663,-108.029246532099,13,7,1515.50323428807,0,0,0,FALSE
"FBgn0000416","FBgn0000416",0.0320891120684364,0.346181692060335,-151.896542934975,-158.790832429829,13,7,47292.1052442459,0,0,0,FALSE
"FBgn0000422","FBgn0000422",0.928723434079053,1,-97.9278774006208,-98.8775246352634,13,7,1024.17926122436,0,0,0,FALSE
"FBgn0000426","FBgn0000426",0.921813114161475,1,-81.3351019308462,-82.323539150076,13,7,312.947295215859,0,0,0,FALSE
"FBgn0000427","FBgn0000427",0.706168095094448,1,-48.7735964338754,-50.664527529228,13,7,16.10853313625,0,0,0,FALSE
"FBgn0000442","FBgn0000442",0.775406450429945,1,-65.9483075744318,-67.5789643970879,13,7,74.3984812997522,0,0,0,FALSE
"FBgn0000447","FBgn0000447",0.591701357510698,1,-118.269969933865,-120.586344091117,13,7,3143.8950111312,0,0,0,FALSE
"FBgn0000448","FBgn0000448",0.972441342347852,1,-46.0662630790317,-46.7091040555979,13,7,13.8593078435923,0,0,0,FALSE
"FBgn0000451","FBgn0000451",0.220610954102153,0.775405419250111,-83.5026836964098,-87.6258152636866,13,7,134.017912027904,0,0,0,FALSE
"FBgn0000454","FBgn0000454",0.967946766349839,1,-113.353645917373,-114.036197695399,13,7,4031.77442655571,0,0,0,FALSE
"FBgn0000455","FBgn0000455",0.869632808622015,1,-105.950540834163,-107.195327218986,13,7,2705.36215034551,0,0,0,FALSE
"FBgn0000459","FBgn0000459",0.874832109849663,1,-64.5626710708972,-65.7839865735926,13,7,74.4374660583596,0,0,0,FALSE
"FBgn0000463","FBgn0000463",0.538286799948198,1,-70.6957117763935,-73.2173026380083,13,7,127.277228859973,0,0,0,FALSE
"FBgn0000464","FBgn0000464",0.069294499060847,0.469666442569719,-88.4984011230858,-94.3425576007786,13,7,602.020173320843,0,0,0,FALSE
"FBgn0000473","FBgn0000473",0.916206132822258,1,-128.603543530116,-129.622354749727,13,7,5023.33625777062,0,0,0,FALSE
"FBgn0000477","FBgn0000477",0.951873551323524,1,-105.62350349996,-106.428380840547,13,7,1312.08755646081,0,0,0,FALSE
"FBgn0000479","FBgn0000479",0.0209438572920932,0.294984929190416,-106.935033252657,-114.391559568544,13,7,2164.32118480873,0,0,0,FALSE
"FBgn0000482","FBgn0000482",0.18974430843783,0.719856285845283,-83.949983739044,-88.3116630380761,13,7,721.527764178456,0,0,0,FALSE
"FBgn0000489","FBgn0000489",0.847741236287514,1,-110.989255056129,-112.329521620638,13,7,2689.75570186701,0,0,0,FALSE
"FBgn0000490","FBgn0000490",0.115129784311129,0.577422052187942,-88.9263816396618,-94.0434785529143,13,7,596.755050044285,0,0,0,FALSE
"FBgn0000492","FBgn0000492",0.652139917996378,1,-90.940553044588,-93.0312646178636,13,7,644.330243629974,0,0,0,FALSE
"FBgn0000497","FBgn0000497",0.0882033927091653,0.519857270683159,-76.3333669574422,-81.8361688859672,13,7,176.499337151561,0,0,0,FALSE
"FBgn0000499","FBgn0000499",0.918268246179888,1,-105.081455679868,-106.089201980417,13,7,1520.0468695469,0,0,0,FALSE
"FBgn0000500","FBgn0000500",0.0671671087666907,0.465179372176371,-48.0192804343467,-53.9070626465169,13,7,15.1879695208737,0,0,0,FALSE
"FBgn0000504","FBgn0000504",0.0187185868095566,0.277482307166622,-111.63759887959,-119.24025371413,13,7,2612.89423636863,0,0,0,FALSE
"FBgn0000520","FBgn0000520",0.833491412746649,1,-79.4737898451331,-80.8738160191337,13,7,407.486956002525,0,0,0,FALSE
"FBgn0000524","FBgn0000524",0.255494213625068,0.832988424410581,-84.0095694608515,-87.8942369287687,13,7,405.160698357574,0,0,0,FALSE
"FBgn0000527","FBgn0000527",0.324689243906451,0.933981816438379,-84.6211135592122,-88.1004328184379,13,7,252.310804029826,0,0,0,FALSE
"FBgn0000529","FBgn0000529",0.940408526695963,1,-55.9691087744373,-56.8490296358352,13,7,38.0304037361866,0,0,0,FALSE
"FBgn0000533","FBgn0000533",0.884162419058548,1,-82.535086831785,-83.7133688164216,13,7,279.409579594813,0,0,0,FALSE
"FBgn0000535","FBgn0000535",0.216347051986314,0.767741451840941,-56.1846853671347,-60.3390440140987,13,7,29.0274208732926,0,0,0,FALSE
"FBgn0000536","FBgn0000536",0.80453090424016,1,-122.911901737137,-124.429046854264,13,7,6048.71001619804,0,0,0,FALSE
"FBgn0000541","FBgn0000541",0.0185048168682479,0.27536976685024,-113.887565437888,-121.505121430836,13,7,2777.18959704143,0,0,0,FALSE
"FBgn0000542","FBgn0000542",0.00223220978987725,0.0964569973555013,-70.622079988735,-80.8844902879227,13,7,182.758592302395,0,0,0,FALSE
"FBgn0000543","FBgn0000543",0.916113595459325,1,-91.6974382782848,-92.7167432631625,13,7,860.153680514827,0,0,0,FALSE
"FBgn0000546","FBgn0000546",0.0524284441928469,0.420954991060821,-95.5514220043562,-101.782227109859,13,7,667.05215518547,0,0,0,FALSE
"FBgn0000547","FBgn0000547",0.0963998054085113,0.534750313923155,-104.123001481943,-109.498261160307,13,7,1249.23010121275,0,0,0,FALSE
"FBgn0000551","FBgn0000551",0.527062294910135,1,-40.1230811327096,-42.6888276845678,13,7,7.46975258890795,0,0,0,FALSE
"FBgn0000556","FBgn0000556",0.267475326094797,0.849309975352707,-188.933205047613,-192.742023469646,13,7,377911.301071061,0,0,0,FALSE
"FBgn0000557","FBgn0000557",0.00082372973895314,0.0512652779313814,-105.431447205131,-116.891433423754,13,7,1689.74409784525,0,0,0,FALSE
"FBgn0000559","FBgn0000559",0.581354048076675,1,-174.645922831383,-177.001510170687,13,7,141851.44545361,0,0,0,FALSE
"FBgn0000560","FBgn0000560",0.0865248765591635,0.516380957349304,-61.6119777379603,-67.1422216492821,13,7,53.1250964590611,0,0,0,FALSE
"FBgn0000562","FBgn0000562",0.18436255284228,0.71188385945632,-108.957411942049,-113.363984657157,13,7,2383.96843002348,0,0,0,FALSE
"FBgn0000565","FBgn0000565",0.53749404266588,1,-85.4732149024844,-87.997910850374,13,7,690.061022388605,0,0,0,FALSE
"FBgn0000566","FBgn0000566",0.84206785638695,1,-109.012176126991,-110.376433182624,13,7,2634.64409879093,0,0,0,FALSE
"FBgn0000567","FBgn0000567",0.00558419308699335,0.155767840233402,-90.0850812279322,-99.2217541479104,13,7,708.763946262296,0,0,0,FALSE
"FBgn0000568","FBgn0000568",0.459831047860698,1,-122.023686468803,-124.864291461967,13,7,3555.62699006538,0,0,0,FALSE
"FBgn0000575","FBgn0000575",0.666035832725073,1,-123.417357176692,-125.456674125714,13,7,3087.51000436247,0,0,0,FALSE
"FBgn0000576","FBgn0000576",0.786168802875039,1,-52.0554463650695,-53.6445567217176,13,7,27.2656261776708,0,0,0,FALSE
"FBgn0000577","FBgn0000577",0.38876008923707,1,-92.5071540273669,-95.6650504137593,13,7,332.300719931841,0,0,0,FALSE
"FBgn0000578","FBgn0000578",0.000193708384559027,0.0177472382645278,-79.8808365841619,-93.0429619608353,13,7,532.404239977139,0,0,0,FALSE
"FBgn0000579","FBgn0000579",0.768861012884713,1,-161.119364110832,-162.775095242738,13,7,49559.1186856845,0,0,0,FALSE
"FBgn0000581","FBgn0000581",0.000206706646463475,0.0187955400677145,-106.738971202016,-119.82549851848,13,7,2297.58843474993,0,0,0,FALSE
"FBgn0000588","FBgn0000588",0.979704435124127,1,-62.807613731461,-63.3780501021812,13,7,92.7095936089801,0,0,0,FALSE
"FBgn0000592","FBgn0000592",0.716696675783608,1,-172.114095507978,-173.965958619633,13,7,33436.8966830902,0,0,0,FALSE
"FBgn0000611","FBgn0000611",0.13349001710356,0.61671418987171,-109.325029127903,-114.223252054581,13,7,2400.47372637203,0,0,0,FALSE
"FBgn0000615","FBgn0000615",0.171210548152217,0.683037409052849,-152.838437156304,-157.359610001354,13,7,16747.2293683628,0,0,0,FALSE
"FBgn0000617","FBgn0000617",0.939024543244619,1,-80.226895604039,-81.1153880416757,13,7,416.264721116482,0,0,0,FALSE
"FBgn0000618","FBgn0000618",0.865794016710513,1,-70.40641659002,-71.6683192441475,13,7,262.461713313213,0,0,0,FALSE
"FBgn0000625","FBgn0000625",0.883541999527731,1,-75.9005323697025,-77.0817150347495,13,7,187.41658217843,0,0,0,FALSE
"FBgn0000629","FBgn0000629",0.823829859721221,1,-84.2163545346796,-85.6560311705523,13,7,708.462848653395,0,0,0,FALSE
"FBgn0000633","FBgn0000633",0.710119635291377,1,-52.0159266221111,-53.8922070253149,13,7,21.2103501716684,0,0,0,FALSE
"FBgn0000635","FBgn0000635",0.27044542584977,0.853322960381779,-115.683456247828,-119.473889174172,13,7,2606.3155672034,0,0,0,FALSE
"FBgn0000636","FBgn0000636",0.0303227599122266,0.341405831576009,-106.502231345363,-113.471831205762,13,7,1073.878171075,0,0,0,FALSE
"FBgn0000644","FBgn0000644",0.94869496361699,1,-44.8842956167855,-45.7107742010571,13,7,14.151884532779,0,0,0,FALSE
"FBgn0000658","FBgn0000658",0.0210848822927987,0.294984929190416,-57.6545159039799,-65.1022885593898,13,7,60.483507813719,0,0,0,FALSE
"FBgn0000659","FBgn0000659",0.904624633516127,1,-110.554665747576,-111.633585587003,13,7,1062.77958492574,0,0,0,FALSE
"FBgn0000662","FBgn0000662",0.54310665609178,1,-101.93731415528,-104.440068976644,13,7,1488.88784801364,0,0,0,FALSE
"FBgn0000667","FBgn0000667",0.0385684890831202,0.376612137374398,-119.761711190167,-126.409728334578,13,7,4335.54123806187,0,0,0,FALSE
"FBgn0000709","FBgn0000709",0.0014820936229946,0.073334830398563,-93.4325030222899,-104.189813986993,13,7,1258.55214376148,0,0,0,FALSE
"FBgn0000711","FBgn0000711",0.874332030614088,1,-100.62892253603,-101.852510568052,13,7,1268.97895253158,0,0,0,FALSE
"FBgn0000719","FBgn0000719",0.546570409943725,1,-95.6569350275845,-98.1461974692472,13,7,648.304886874639,0,0,0,FALSE
"FBgn0000721","FBgn0000721",0.125349632151865,0.596625050653489,-133.2308800008,-138.22261771474,13,7,7440.78981755871,0,0,0,FALSE
"FBgn0000723","FBgn0000723",0.576522420613962,1,-99.696666730717,-102.070642938893,13,7,1722.65336147381,0,0,0,FALSE
"FBgn0000808","FBgn0000808",0.982978292678535,1,-59.2812358211041,-59.8143298398635,13,7,66.569016986385,0,0,0,FALSE
"FBgn0000810","FBgn0000810",0.00395206851504922,0.131693853369983,-77.0035074394532,-86.5677459885359,13,7,548.35470058893,0,0,0,FALSE
"FBgn0000826","FBgn0000826",0.999670600490345,1,-54.3388575335728,-54.4684713953352,13,7,26.2227957697479,0,0,0,FALSE
"FBgn0000927","FBgn0000927",0.970588486232964,1,-54.8647181930389,-55.5243178327853,13,7,43.3034166244614,0,0,0,FALSE
"FBgn0000928","FBgn0000928",0.723527709024825,1,-67.0645210908843,-68.8909732281932,13,7,59.3835131802588,0,0,0,FALSE
"FBgn0000964","FBgn0000964",0.416083882168366,1,-52.7821157472668,-55.8140039927462,13,7,19.0821008383561,0,0,0,FALSE
