"","Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_impulse","converge_const","allZero"
"FBgn0000003","FBgn0000003",0.772478352329417,0.999999795904049,-48.6237705052692,-49.8870886720707,7,2,363.157274966851,0,0,FALSE
"FBgn0000008","FBgn0000008",0.961538744473393,0.999999795904049,-51.3531345468925,-51.859461255354,7,2,879.870939629202,0,0,FALSE
"FBgn0000014","FBgn0000014",0.160928037859089,0.443565824036017,-46.8191665330896,-50.777150268538,7,2,1048.78621976928,0,0,FALSE
"FBgn0000015","FBgn0000015",0.0450536593686226,0.197879968155412,-49.6373407657168,-55.3069594013819,7,2,750.462955033591,0,0,FALSE
"FBgn0000017","FBgn0000017",0.84635908411649,0.999999795904049,-54.7948906769263,-55.8049327748264,7,2,3171.93773150707,0,0,FALSE
"FBgn0000018","FBgn0000018",0.970114551326024,0.999999795904049,-40.5660774716434,-41.0168164179276,7,2,500.616042011599,0,0,FALSE
"FBgn0000024","FBgn0000024",0.139712974121572,0.402937397250309,-42.4232781265119,-46.5807340863236,7,2,233.089267300196,0,0,FALSE
"FBgn0000028","FBgn0000028",0.0855267544361285,0.291444540183663,-40.9301554017733,-45.7591487776438,7,2,181.988940137449,0,0,FALSE
"FBgn0000032","FBgn0000032",0.875651250490257,0.999999795904049,-41.9576455687201,-42.8592421783078,7,2,791.019039826948,0,0,FALSE
"FBgn0000036","FBgn0000036",0.555497637929104,0.945777957962465,-27.0250508214601,-29.0039852983816,7,2,23.9836873836954,0,0,FALSE
"FBgn0000037","FBgn0000037",0.673014211252951,0.999999795904049,-28.6586790209955,-30.24621919146,7,2,71.6861004607594,0,0,FALSE
"FBgn0000038","FBgn0000038",0.156167087990548,0.434635572658251,-30.5116468627588,-34.512268804969,7,2,58.5451376861195,0,0,FALSE
"FBgn0000042","FBgn0000042",0.0964516761022173,0.315875210793082,-78.0944464652566,-82.7615771252215,7,2,25586.8287850604,0,0,FALSE
"FBgn0000043","FBgn0000043",0.00161011171661734,0.0305899379322604,-62.2163063419047,-71.9224846117241,7,2,4318.16002856984,0,0,FALSE
"FBgn0000044","FBgn0000044",0.00659217975779162,0.0740206102394533,-77.0765533532919,-85.1214775718267,7,2,33495.0121065397,0,0,FALSE
"FBgn0000045","FBgn0000045",0.652754804951838,0.999999795904049,-72.6076212422961,-74.2611713974735,7,2,10462.7148112152,0,0,FALSE
"FBgn0000046","FBgn0000046",0.43778433902289,0.831176454889196,-63.1900356613527,-65.6018405432415,7,2,10050.6596320679,0,0,FALSE
"FBgn0000047","FBgn0000047",0.205739613281504,0.522730187836621,-52.7501464804818,-56.3533283237947,7,2,945.989545421567,0,0,FALSE
"FBgn0000052","FBgn0000052",2.5677543255698e-07,2.14010095634693e-05,-61.075223196729,-80.4909481300151,7,2,4499.38491781449,0,0,FALSE
"FBgn0000053","FBgn0000053",0.000160038785339156,0.00539967005378039,-70.192950206337,-82.5370276006852,7,2,9507.88289149638,0,0,FALSE
"FBgn0000054","FBgn0000054",1.06294462094078e-05,0.000545177677011456,-44.517648181111,-59.8785648351564,7,2,838.599472813507,0,0,FALSE
"FBgn0000055","FBgn0000055",0.667695779725657,0.999999795904049,-54.6721597350808,-56.2769985693324,7,2,1338.30896326879,0,0,FALSE
"FBgn0000057","FBgn0000057",0.599099488370355,0.981458078159435,-53.0640197351618,-54.8947835916047,7,2,2456.38468176437,0,0,FALSE
"FBgn0000061","FBgn0000061",0.847392049767604,0.999999795904049,-20.943590794506,-21.9499153016118,7,2,7.5528582873797,0,0,FALSE
"FBgn0000063","FBgn0000063",0.0357298486814326,0.174124496280851,-40.1800565969117,-46.1461157474398,7,2,174.655071381508,0,0,FALSE
"FBgn0000064","FBgn0000064",0.706710788464761,0.999999795904049,-85.0706584751144,-86.5488485897911,7,2,64600.2218885687,0,0,FALSE
"FBgn0000071","FBgn0000071",0.802054443966154,0.999999795904049,-20.7861152504412,-21.9504249675015,7,2,6.7055649482202,0,0,FALSE
"FBgn0000075","FBgn0000075",0.936072786213413,0.999999795904049,-23.8943610049984,-24.5387959266553,7,2,22.1614609839305,0,0,FALSE
"FBgn0000077","FBgn0000077",0.405856618964717,0.794851970232942,-44.0419769443848,-46.583387020075,7,2,456.622437123269,0,0,FALSE
"FBgn0000078","FBgn0000078",0.973150755650678,0.999999795904049,-84.7024054771772,-85.1316714900459,7,2,14935.0899349083,0,0,FALSE
"FBgn0000079","FBgn0000079",0.979123079599452,0.999999795904049,-89.0245688931187,-89.4077992573066,7,2,25477.5183556243,0,0,FALSE
"FBgn0000083","FBgn0000083",0.0709931739314389,0.260973069411396,-61.1422309881951,-66.2191249965087,7,2,5658.44752789037,0,0,FALSE
"FBgn0000084","FBgn0000084",0.856488426663629,0.999999795904049,-54.770469486628,-55.7437515303808,7,2,3019.82267082507,0,0,FALSE
"FBgn0000092","FBgn0000092",0.585792296858288,0.970911901113843,-27.5878429318834,-29.4633454180596,7,2,29.9477677663297,0,0,FALSE
"FBgn0000094","FBgn0000094",0.0482039671784901,0.206043406991253,-66.2689931603801,-71.8515182594779,7,2,8175.40833644905,0,0,FALSE
"FBgn0000097","FBgn0000097",0.023743161939385,0.141583423485173,-47.873028579347,-54.3537300269415,7,2,1104.0971384754,0,0,FALSE
"FBgn0000099","FBgn0000099",5.20558335407882e-21,3.83624095388482e-18,-43.7843785770751,-96.1707138872788,7,2,949.952426584512,0,0,FALSE
"FBgn0000100","FBgn0000100",0.72028319679228,0.999999795904049,-79.6343168217633,-81.0684609404832,7,2,48786.9989536064,0,0,FALSE
"FBgn0000108","FBgn0000108",0.0912964614351258,0.304582571602247,-38.9669425810152,-43.708225604323,7,2,229.731030454563,0,0,FALSE
"FBgn0000109","FBgn0000109",0.981857595078345,0.999999795904049,-45.4292290283158,-45.7891886886922,7,2,637.353404881686,0,0,FALSE
"FBgn0000114","FBgn0000114",0.122311335556015,0.368766603565108,-69.3724411224258,-73.7148982655834,7,2,7220.98760515541,0,0,FALSE
"FBgn0000115","FBgn0000115",0.403964319742494,0.792977485634993,-48.0733079611564,-50.6226145937267,7,2,1280.28113791104,0,0,FALSE
"FBgn0000116","FBgn0000116",0.638686588106938,0.999999795904049,-76.2840466145358,-77.9836636185209,7,2,30469.6659523614,0,0,FALSE
"FBgn0000117","FBgn0000117",0.669658998221007,0.999999795904049,-57.6600519850871,-59.2585031642519,7,2,5643.755039858,0,0,FALSE
"FBgn0000119","FBgn0000119",0.29006016217172,0.649284067353323,-46.9679242780973,-50.0527460280413,7,2,1134.56044022352,0,0,FALSE
"FBgn0000137","FBgn0000137",0.767078055911347,0.999999795904049,-18.8356558392617,-20.1168278529488,7,2,4.54190935609808,0,0,FALSE
"FBgn0000139","FBgn0000139",0.945955650833134,0.999999795904049,-47.0917030436807,-47.6860593097904,7,2,1297.65825143164,0,0,FALSE
"FBgn0000140","FBgn0000140",0.0924669650148568,0.30717021213239,-50.5202487513377,-55.2443634268001,7,2,539.25085980411,0,0,FALSE
"FBgn0000146","FBgn0000146",0.840340889268662,0.999999795904049,-44.6641932120247,-45.6957645211159,7,2,190.520305775454,0,0,FALSE
"FBgn0000147","FBgn0000147",0.0170668225987299,0.120746285338921,-49.0086113798848,-55.8987658010439,7,2,461.835342757058,0,0,FALSE
"FBgn0000150","FBgn0000150",0.893241146784015,0.999999795904049,-77.5138482838609,-78.3465018807852,7,2,24411.3542232261,0,0,FALSE
"FBgn0000152","FBgn0000152",0.805822283086007,0.999999795904049,-36.7781433396489,-37.929656499601,7,2,166.651918722241,0,0,FALSE
"FBgn0000153","FBgn0000153",0.000598969485531247,0.0155887931903504,-49.8704837225201,-60.7167184805316,7,2,736.05568892635,0,0,FALSE
"FBgn0000157","FBgn0000157",0.484124704600959,0.879487246395424,-34.4667279147997,-36.7009197586079,7,2,112.38383545057,0,0,FALSE
"FBgn0000158","FBgn0000158",0.936363010804021,0.999999795904049,-32.3899767463183,-33.0329897100799,7,2,40.5426114677888,0,0,FALSE
"FBgn0000163","FBgn0000163",0.841089438237377,0.999999795904049,-55.4166573225523,-56.4455625290857,7,2,3643.53920400879,0,0,FALSE
"FBgn0000166","FBgn0000166",0.926810673893298,0.999999795904049,-27.1881494488071,-27.8766583493666,7,2,26.1940730216312,0,0,FALSE
"FBgn0000173","FBgn0000173",0.150478797158699,0.424306375642852,-58.5492774770663,-62.602379783324,7,2,3591.9988221304,0,0,FALSE
"FBgn0000179","FBgn0000179",0.979333429254307,0.999999795904049,-28.7265370608269,-29.1080339337323,7,2,45.5510853515429,0,0,FALSE
"FBgn0000180","FBgn0000180",0.98694897753777,0.999999795904049,-35.2932791538253,-35.6045388737093,7,2,83.0161229728402,0,0,FALSE
"FBgn0000181","FBgn0000181",0.747426954902148,0.999999795904049,-66.9929585577717,-68.3386798075523,7,2,18121.5794262756,0,0,FALSE
"FBgn0000182","FBgn0000182",0.0945350322277903,0.31211495431585,-35.7728471663567,-40.4671114382209,7,2,100.481250412196,0,0,FALSE
"FBgn0000183","FBgn0000183",0.000213678446385122,0.00664872356952106,-47.5679219442783,-59.5859388535525,7,2,1643.80066915977,0,0,FALSE
"FBgn0000206","FBgn0000206",0.947615016042472,0.999999795904049,-26.9349556628419,-27.5205306122818,7,2,30.2065912827735,0,0,FALSE
"FBgn0000210","FBgn0000210",0.906246321446842,0.999999795904049,-31.6010388398502,-32.3801855425634,7,2,84.7322083806367,0,0,FALSE
"FBgn0000212","FBgn0000212",7.49790337032481e-05,0.00291626786086911,-50.3403565988055,-63.5351039892019,7,2,2149.62351355199,0,0,FALSE
"FBgn0000221","FBgn0000221",0.91246261770818,0.999999795904049,-37.1240367740444,-37.8766641688722,7,2,272.788813577669,0,0,FALSE
"FBgn0000228","FBgn0000228",0.184273999118919,0.486535933985693,-51.29164438148,-55.0553678981843,7,2,1368.60777172565,0,0,FALSE
"FBgn0000229","FBgn0000229",0.797012179920336,0.999999795904049,-45.3499262142403,-46.5312876215993,7,2,908.381338462062,0,0,FALSE
"FBgn0000233","FBgn0000233",0.481349520791751,0.876444211979986,-24.0779575952885,-26.3224838088779,7,2,14.1663662022633,0,0,FALSE
"FBgn0000239","FBgn0000239",0.63432836649417,0.999999795904049,-53.1794953375729,-54.8934317808179,7,2,3260.60558994033,0,0,FALSE
"FBgn0000241","FBgn0000241",0.182105313146958,0.482660595891501,-26.2153319933222,-29.9961637524363,7,2,28.88305453505,0,0,FALSE
"FBgn0000244","FBgn0000244",0.565103186398125,0.954702559839111,-59.2868614582184,-61.2327404262275,7,2,4502.64917416356,0,0,FALSE
"FBgn0000246","FBgn0000246",0.278411506763311,0.634079036711106,-34.734910916257,-37.8832511216027,7,2,116.781476643512,0,0,FALSE
"FBgn0000247","FBgn0000247",0.15352821146766,0.429682593837732,-48.8063357074308,-52.8310893110635,7,2,1809.50394222322,0,0,FALSE
"FBgn0000250","FBgn0000250",0.86340419663596,0.999999795904049,-54.0033779294444,-54.9511399772577,7,2,3512.04191940996,0,0,FALSE
"FBgn0000251","FBgn0000251",0.996545134436759,0.999999795904049,-54.5700374572298,-54.7461253103205,7,2,1860.64333931741,0,0,FALSE
"FBgn0000253","FBgn0000253",0.465344846283842,0.861075530284969,-69.6439510296251,-71.9487880646818,7,2,13964.2738437248,0,0,FALSE
"FBgn0000256","FBgn0000256",0.195419112590372,0.504753737565233,-64.1702777624869,-67.8487437181546,7,2,6091.85202643645,0,0,FALSE
"FBgn0000257","FBgn0000257",0.268747876955399,0.618187415922437,-43.6810921513304,-46.8837769538106,7,2,785.510243887405,0,0,FALSE
"FBgn0000259","FBgn0000259",0.0861209800061733,0.292871841284964,-52.9006982765363,-57.7204101548583,7,2,2497.1933794342,0,0,FALSE
"FBgn0000261","FBgn0000261",0.000147137158390453,0.00503719924641349,-87.2133719883555,-99.6520706170362,7,2,136533.814321813,0,0,FALSE
"FBgn0000273","FBgn0000273",0.0413009372375041,0.189047310624234,-58.9166495490874,-64.6978716228698,7,2,3880.93844307878,0,0,FALSE
"FBgn0000274","FBgn0000274",0.0506654767705471,0.211199168127776,-53.5009017244015,-59.0190393547047,7,2,883.789273206178,0,0,FALSE
"FBgn0000276","FBgn0000276",3.4618386900419e-05,0.00149606991783848,-58.9225920176589,-72.9782894591442,7,2,3087.05116003463,0,0,FALSE
"FBgn0000277","FBgn0000277",8.06753066857677e-08,7.53077096142746e-06,-48.7580407283912,-69.4203385333828,7,2,766.461703836367,0,0,FALSE
"FBgn0000279","FBgn0000279",0.00592737989954178,0.0697851041501168,-26.6234857882249,-34.7955257294488,7,2,19.5762275053585,0,0,FALSE
"FBgn0000283","FBgn0000283",0.000105348058109232,0.00378226540934733,-48.3402747257631,-61.1542777233117,7,2,2129.1887178603,0,0,FALSE
"FBgn0000286","FBgn0000286",0.0224538497166532,0.137670043216095,-60.2510950812682,-66.8014065349126,7,2,3402.46308246282,0,0,FALSE
"FBgn0000287","FBgn0000287",0.144923881540106,0.413031587487191,-55.8205457811595,-59.9266287403933,7,2,1587.29143607413,0,0,FALSE
"FBgn0000289","FBgn0000289",2.94835474291379e-06,0.000187649377773995,-48.681647392641,-65.4483868929959,7,2,2156.48473659215,0,0,FALSE
"FBgn0000299","FBgn0000299",0.000276151260942886,0.00824449883949316,-64.9533054970016,-76.6811284850317,7,2,7586.41541720965,0,0,FALSE
"FBgn0000303","FBgn0000303",0.83891922733902,0.999999795904049,-26.6999825225369,-27.7366085093305,7,2,31.2439948974087,0,0,FALSE
"FBgn0000307","FBgn0000307",0.0141787645101335,0.109504170254214,-48.5117265122866,-55.6296437945765,7,2,1098.04418242404,0,0,FALSE
"FBgn0000308","FBgn0000308",0.652189856405212,0.999999795904049,-61.9981847633431,-63.6535807162144,7,2,7455.66109515655,0,0,FALSE
"FBgn0000316","FBgn0000316",0.574017291652519,0.961802754328197,-45.512264070023,-47.4276896641426,7,2,698.860859207822,0,0,FALSE
"FBgn0000317","FBgn0000317",0.192814621216958,0.501167686333737,-55.0610254444139,-58.7590307380631,7,2,1492.03023285093,0,0,FALSE
"FBgn0000318","FBgn0000318",0.516915896865836,0.910651281821269,-47.4820656191896,-49.5966468755537,7,2,1988.10478871435,0,0,FALSE
"FBgn0000319","FBgn0000319",0.0141301245930939,0.109504170254214,-66.5291441550367,-73.6512696034884,7,2,9588.20232157062,0,0,FALSE
"FBgn0000320","FBgn0000320",0.102136941470218,0.328084756702453,-44.396681718564,-48.9861418497475,7,2,268.687556459006,0,0,FALSE
"FBgn0000326","FBgn0000326",0.607197145377498,0.988831638703854,-49.4647063717762,-51.2684244096263,7,2,1152.97494516653,0,0,FALSE
"FBgn0000330","FBgn0000330",0.531375213345826,0.924607398691221,-39.4259730794671,-41.4891364180594,7,2,433.434822059081,0,0,FALSE
"FBgn0000339","FBgn0000339",0.648822982808715,0.999999795904049,-49.3824655799521,-51.04886852448,7,2,1489.58682376905,0,0,FALSE
"FBgn0000346","FBgn0000346",0.0157969918794981,0.116516510883778,-48.6566378637288,-55.6419580435169,7,2,599.550683283587,0,0,FALSE
"FBgn0000351","FBgn0000351",0.984270387764237,0.999999795904049,-26.3147101381821,-26.6526100753657,7,2,36.9340343439805,0,0,FALSE
"FBgn0000352","FBgn0000352",0.521280580364939,0.914675095893048,-39.9622464399719,-42.0612277039883,7,2,459.371296344103,0,0,FALSE
"FBgn0000357","FBgn0000357",0.832847913237283,0.999999795904049,-25.8884153974615,-26.9465022927392,7,2,20.1068309685829,0,0,FALSE
"FBgn0000370","FBgn0000370",0.222169103157225,0.548160666503519,-75.1220998694765,-78.611851781994,7,2,29848.3658933908,0,0,FALSE
"FBgn0000376","FBgn0000376",0.194826181585606,0.504056946519153,-39.6652605542843,-43.3481549139808,7,2,368.177709279238,0,0,FALSE
"FBgn0000377","FBgn0000377",0.144328998870358,0.41183913637309,-44.6515337501812,-48.7633972940621,7,2,929.799522466997,0,0,FALSE
"FBgn0000382","FBgn0000382",0.0481727380840677,0.20602158785984,-53.8049601507611,-59.388321896873,7,2,2523.02093472633,0,0,FALSE
"FBgn0000384","FBgn0000384",0.585271848483364,0.970393892535709,-46.622665320554,-48.499925464344,7,2,940.670111922836,0,0,FALSE
"FBgn0000394","FBgn0000394",0.637918311326004,0.999999795904049,-44.7448215815591,-46.4469610564293,7,2,619.324229377838,0,0,FALSE
"FBgn0000395","FBgn0000395",3.85817866840788e-06,0.000241170614799318,-47.5823401615285,-64.0551474724552,7,2,1175.18962331043,0,0,FALSE
"FBgn0000404","FBgn0000404",0.0184284487135039,0.1246546564669,-47.2102329217064,-54.0056471090697,7,2,508.898680058566,0,0,FALSE
"FBgn0000405","FBgn0000405",0.0082834794467036,0.0840622327602888,-55.067760116958,-62.8383892070546,7,2,1060.13033241435,0,0,FALSE
"FBgn0000406","FBgn0000406",0.477782893565159,0.872399184028021,-82.8296561633791,-85.0875162445778,7,2,34948.2278487831,0,0,FALSE
"FBgn0000409","FBgn0000409",0.977244519922378,0.999999795904049,-70.7138341729974,-71.1121749635825,7,2,9831.25341730899,0,0,FALSE
"FBgn0000411","FBgn0000411",0.0774900412220717,0.274982534905543,-41.2728241996403,-46.2335788349228,7,2,179.454731560896,0,0,FALSE
"FBgn0000412","FBgn0000412",0.531259223074346,0.924607398691221,-55.5958499786079,-57.6594228626252,7,2,3210.59483914862,0,0,FALSE
"FBgn0000413","FBgn0000413",0.882438737161991,0.999999795904049,-46.2547029167848,-47.1301027450395,7,2,1799.79903060899,0,0,FALSE
"FBgn0000414","FBgn0000414",0.99266944788751,0.999999795904049,-51.0054948027589,-51.2478925140974,7,2,1609.46522231348,0,0,FALSE
"FBgn0000416","FBgn0000416",0.0208980873689716,0.133189913461453,-77.9366925971882,-84.5763006082275,7,2,48486.6727570028,0,0,FALSE
"FBgn0000422","FBgn0000422",0.935114413852479,0.999999795904049,-50.6421269467224,-51.2912385003765,7,2,1061.68658628347,0,0,FALSE
"FBgn0000426","FBgn0000426",0.926088570900427,0.999999795904049,-39.4357785491955,-40.1276258199007,7,2,307.592057158339,0,0,FALSE
"FBgn0000427","FBgn0000427",0.43683838106222,0.830224849802925,-26.2960669399468,-28.7116192749128,7,2,17.8323309988257,0,0,FALSE
"FBgn0000442","FBgn0000442",5.98691186479378e-05,0.00236137295579838,-30.6755462740049,-44.1216035261375,7,2,68.4703518664811,0,0,FALSE
"FBgn0000447","FBgn0000447",0.11927502917445,0.362275262147646,-59.8231095841176,-64.2002573480464,7,2,3151.9181255231,0,0,FALSE
"FBgn0000448","FBgn0000448",0.440186337788566,0.833857977660643,-22.6818187085445,-25.0841317265845,7,2,15.2478518843116,0,0,FALSE
"FBgn0000451","FBgn0000451",0.4137015210217,0.804191954443425,-38.7141669404397,-41.2231088625269,7,2,116.279554779203,0,0,FALSE
"FBgn0000454","FBgn0000454",0.649592944712989,0.999999795904049,-55.6201793999039,-57.2840641419512,7,2,4162.72911954017,0,0,FALSE
"FBgn0000455","FBgn0000455",0.0315615216741617,0.164040247394808,-53.3972647995065,-59.5205298887812,7,2,2662.18935117634,0,0,FALSE
"FBgn0000459","FBgn0000459",0.797986061211811,0.999999795904049,-33.0333348566547,-34.211409109279,7,2,76.089723510491,0,0,FALSE
"FBgn0000463","FBgn0000463",0.978980172473197,0.999999795904049,-33.5419650114217,-33.9263680941014,7,2,143.594905906042,0,0,FALSE
"FBgn0000464","FBgn0000464",0.346551709231317,0.725534707817471,-43.5514245903106,-46.3540079878386,7,2,665.871077627604,0,0,FALSE
"FBgn0000473","FBgn0000473",1.4463830157758e-06,0.000102284116095418,-58.7842134450995,-76.3271832869664,7,2,5144.39896260007,0,0,FALSE
"FBgn0000477","FBgn0000477",0.12535143599289,0.374476382925634,-52.7501939499309,-57.0586888471087,7,2,1321.92015646182,0,0,FALSE
"FBgn0000479","FBgn0000479",0.0129626393272461,0.105721245964363,-55.1979845555921,-62.4255599273767,7,2,2312.83094213545,0,0,FALSE
"FBgn0000482","FBgn0000482",0.885868587334618,0.999999795904049,-44.0797299932853,-44.9417056696257,7,2,741.096544730605,0,0,FALSE
"FBgn0000489","FBgn0000489",0.462422308287349,0.858445206014495,-56.9888957214345,-59.3048824193673,7,2,2743.45550198629,0,0,FALSE
"FBgn0000490","FBgn0000490",0.0310000471497658,0.162284108706985,-46.2614241980593,-52.4073620979714,7,2,640.01869858747,0,0,FALSE
"FBgn0000492","FBgn0000492",2.35514134004164e-05,0.00108475950800207,-44.9250930084931,-59.4078588356923,7,2,619.173606119515,0,0,FALSE
"FBgn0000497","FBgn0000497",0.403500040553788,0.792801013360317,-38.5920827724477,-41.1433307632145,7,2,205.929792582816,0,0,FALSE
"FBgn0000499","FBgn0000499",0.705500743030679,0.999999795904049,-53.6170683233638,-55.0991830835608,7,2,1591.2783650316,0,0,FALSE
"FBgn0000500","FBgn0000500",0.274005733518255,0.62608163849912,-26.1674298705136,-29.3403534264406,7,2,17.9873844485135,0,0,FALSE
"FBgn0000504","FBgn0000504",7.0695624671149e-11,1.28555861902004e-08,-56.5263450715478,-84.6732597701459,7,2,2832.6157093813,0,0,FALSE
"FBgn0000520","FBgn0000520",0.154131372557953,0.430596065154919,-38.5361587582303,-42.5553644045844,7,2,400.282633937918,0,0,FALSE
"FBgn0000524","FBgn0000524",0.0165632668204962,0.118932749754148,-40.5855380478049,-47.5125861230309,7,2,429.224918437952,0,0,FALSE
"FBgn0000527","FBgn0000527",0.0326533684060482,0.166776810869632,-40.9926439737208,-47.0729001553394,7,2,276.708546089591,0,0,FALSE
"FBgn0000529","FBgn0000529",0.140682787682444,0.405150224831259,-29.8837052737432,-34.0314718054918,7,2,41.6499685476466,0,0,FALSE
"FBgn0000533","FBgn0000533",0.738092305513018,0.999999795904049,-40.6198250793834,-41.9960278714725,7,2,267.018579588762,0,0,FALSE
"FBgn0000535","FBgn0000535",0.5617680280844,0.951824289597987,-28.8158687042435,-30.7731958579399,7,2,34.9778308958343,0,0,FALSE
"FBgn0000536","FBgn0000536",0.654927160966491,0.999999795904049,-62.9396785222441,-64.5861340795162,7,2,6138.50931367218,0,0,FALSE
"FBgn0000541","FBgn0000541",0.429206549885272,0.821228492961681,-58.9108816940746,-61.3568653366142,7,2,3114.25569734694,0,0,FALSE
"FBgn0000542","FBgn0000542",0.364897394180692,0.746536135785805,-36.957265033182,-39.6757925826207,7,2,208.524017745201,0,0,FALSE
"FBgn0000543","FBgn0000543",0.206087240022925,0.523138784409174,-45.9189909810345,-49.5196939876234,7,2,882.066705280392,0,0,FALSE
"FBgn0000546","FBgn0000546",0.000169535661180234,0.00555934034624272,-48.5982193545198,-60.8773512835692,7,2,715.222596015953,0,0,FALSE
"FBgn0000547","FBgn0000547",0.00989645370628834,0.0920120483369518,-51.3626289513018,-58.9183711698087,7,2,1368.29508610769,0,0,FALSE
"FBgn0000551","FBgn0000551",0.881348927886581,0.999999795904049,-20.0043313904889,-20.8839696390732,7,2,6.99858680649385,0,0,FALSE
"FBgn0000556","FBgn0000556",0.21267252189013,0.532708524419606,-95.9215731171568,-99.4759810195294,7,2,366905.472014272,0,0,FALSE
"FBgn0000557","FBgn0000557",3.6785386563217e-06,0.000230972637963302,-50.3777936691363,-66.9027431499677,7,2,1764.35581818153,0,0,FALSE
"FBgn0000559","FBgn0000559",0.365400880469866,0.74712954561026,-88.1195266835084,-90.8357919619947,7,2,141193.506272582,0,0,FALSE
"FBgn0000560","FBgn0000560",0.166625204872206,0.454642765086567,-32.3645514670853,-36.2729527013461,7,2,57.2506890368819,0,0,FALSE
"FBgn0000562","FBgn0000562",0.130235420272155,0.38349578496718,-54.6947621111052,-58.9502216284993,7,2,2440.18775175832,0,0,FALSE
"FBgn0000565","FBgn0000565",6.36688390573455e-08,6.12249776979697e-06,-44.3046233479389,-65.2211413136874,7,2,690.355910177546,0,0,FALSE
"FBgn0000566","FBgn0000566",0.113986757286139,0.351417522236048,-54.0645009091694,-58.5040263071136,7,2,2594.57862772026,0,0,FALSE
"FBgn0000567","FBgn0000567",0.00668699294853468,0.0743735747189558,-45.9503909959892,-53.9782125466453,7,2,772.066155019366,0,0,FALSE
"FBgn0000568","FBgn0000568",0.970100422850906,0.999999795904049,-62.2969716975681,-62.747808041411,7,2,3714.28595009953,0,0,FALSE
"FBgn0000575","FBgn0000575",0.362585550011269,0.744252422226808,-61.6583828918089,-64.3873276360243,7,2,3352.90577476377,0,0,FALSE
"FBgn0000576","FBgn0000576",0.973249493570979,0.999999795904049,-26.5219701908977,-26.950518662021,7,2,28.9904149384642,0,0,FALSE
"FBgn0000577","FBgn0000577",0.971872136678993,0.999999795904049,-46.7330360834084,-47.1714808515746,7,2,325.589807241632,0,0,FALSE
"FBgn0000578","FBgn0000578",0.154525003197557,0.431351494173085,-41.9658521717461,-45.9814475271727,7,2,578.647991216143,0,0,FALSE
"FBgn0000579","FBgn0000579",0.496521536866468,0.891434101705896,-82.3907864249269,-84.5792335215331,7,2,51315.3512162691,0,0,FALSE
"FBgn0000581","FBgn0000581",0.113993599914021,0.351417522236048,-48.5418293167775,-52.9812723191558,7,2,2623.90196344508,0,0,FALSE
"FBgn0000588","FBgn0000588",0.904303973267301,0.999999795904049,-33.2961247428477,-34.0834238652523,7,2,97.7085760568767,0,0,FALSE
"FBgn0000592","FBgn0000592",0.0663535048809884,0.250022006281916,-80.7088109414493,-85.8748702241724,7,2,35757.6392425639,0,0,FALSE
"FBgn0000611","FBgn0000611",0.0177915724176075,0.122657605608735,-55.8122314726088,-62.651087978998,7,2,2479.76658263018,0,0,FALSE
"FBgn0000615","FBgn0000615",0.0441189984991749,0.195059746443147,-77.4437421177896,-83.1403097487789,7,2,17682.9535150589,0,0,FALSE
"FBgn0000617","FBgn0000617",0.94417054468584,0.999999795904049,-40.1503560335661,-40.7540297189073,7,2,418.443810480105,0,0,FALSE
"FBgn0000618","FBgn0000618",0.99676904506348,0.999999795904049,-36.9111649733622,-37.082359095018,7,2,258.511593635877,0,0,FALSE
"FBgn0000625","FBgn0000625",0.907324737943662,0.999999795904049,-37.849234157378,-38.6238279291627,7,2,191.342673867535,0,0,FALSE
"FBgn0000629","FBgn0000629",0.855942574688937,0.999999795904049,-41.4171384748068,-42.392419503698,7,2,727.706115503005,0,0,FALSE
"FBgn0000633","FBgn0000633",0.945395759716212,0.999999795904049,-26.0654327455459,-26.6627254834402,7,2,20.6286530507301,0,0,FALSE
"FBgn0000635","FBgn0000635",0.0991540786588863,0.321886082713886,-55.561410960995,-60.1911132903995,7,2,2653.55249273918,0,0,FALSE
"FBgn0000636","FBgn0000636",0.034974856330204,0.172291251525625,-48.4942895998716,-54.4874805795476,7,2,1071.93597800067,0,0,FALSE
"FBgn0000644","FBgn0000644",0.80402949092774,0.999999795904049,-23.4630308156938,-24.6206387978621,7,2,13.6168684052875,0,0,FALSE
"FBgn0000658","FBgn0000658",0.28780483512557,0.646118855447848,-30.7069946652445,-33.8039524421966,7,2,62.3090866221451,0,0,FALSE
"FBgn0000659","FBgn0000659",0.00904102082665592,0.0880527481035639,-53.2613240108463,-60.9263949093982,7,2,1065.69020653635,0,0,FALSE
"FBgn0000662","FBgn0000662",0.0797361208492949,0.279605600834417,-51.616401640675,-56.539102555396,7,2,1541.43750302935,0,0,FALSE
"FBgn0000667","FBgn0000667",0.101892200309227,0.327716232819181,-60.9305957434094,-65.5233169036925,7,2,4646.34277573526,0,0,FALSE
"FBgn0000709","FBgn0000709",0.0566216683247765,0.225809342034611,-48.5116291467271,-53.8854013903812,7,2,1367.01846673688,0,0,FALSE
"FBgn0000711","FBgn0000711",0.635493233501419,0.999999795904049,-51.6031296169216,-53.3132363108368,7,2,1296.23104358724,0,0,FALSE
"FBgn0000719","FBgn0000719",0.376562251514437,0.760072746966288,-48.8678938034498,-51.5345841647533,7,2,675.336853712166,0,0,FALSE
