"","Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_impulse","converge_const","allZero"
"FBgn0085421","FBgn0085421",0.943989359953592,0.999999795904049,-46.5245117542217,-47.129123917845,7,2,738.590549762125,0,0,FALSE
"FBgn0085422","FBgn0085422",0.455231869077544,0.850909332734759,-21.3953762163264,-23.7389836057993,7,2,9.68427389468759,0,0,FALSE
"FBgn0085423","FBgn0085423",0.955763534633952,0.999999795904049,-55.6296386569962,-56.1701850309756,7,2,2808.08272897602,0,0,FALSE
"FBgn0085424","FBgn0085424",0.560836183929872,0.951170389743005,-48.1753422831718,-50.1358735185493,7,2,190.282375459588,0,0,FALSE
"FBgn0085425","FBgn0085425",0.0241450620203735,0.142916776170574,-41.7842119508173,-48.2439552481111,7,2,696.586193017039,0,0,FALSE
"FBgn0085426","FBgn0085426",0.0706162644738796,0.260144864885602,-38.3000268686008,-43.3839583958177,7,2,331.945920522477,0,0,FALSE
"FBgn0085427","FBgn0085427",0.00027869502826065,0.00830273996958642,-47.3211410467051,-59.0385732786705,7,2,1268.35994827187,0,0,FALSE
"FBgn0085428","FBgn0085428",0.73922089476426,0.999999795904049,-28.4364778759782,-29.8090002394094,7,2,45.3304726593571,0,0,FALSE
"FBgn0085430","FBgn0085430",0.872083012751898,0.999999795904049,-49.7090769946677,-50.6242628246223,7,2,1279.34978461531,0,0,FALSE
"FBgn0085431","FBgn0085431",0.774539262333675,0.999999795904049,-21.7904127630793,-23.0469018971268,7,2,12.7524050083573,0,0,FALSE
"FBgn0085432","FBgn0085432",0.115285804898237,0.353882569612121,-53.3036803347029,-57.7276432208887,7,2,1386.57744284749,0,0,FALSE
"FBgn0085433","FBgn0085433",0.822574222608611,0.999999795904049,-34.4237818253106,-35.5177581297941,7,2,187.08692569737,0,0,FALSE
"FBgn0085434","FBgn0085434",0.422487820451372,0.813193588971214,-42.8531818198882,-45.3262553062511,7,2,578.065024092343,0,0,FALSE
"FBgn0085436","FBgn0085436",0.18279518498032,0.48392856496397,-67.5423872205862,-71.3177575976024,7,2,13054.0183061059,0,0,FALSE
"FBgn0085437","FBgn0085437",0.0326716749189687,0.166776810869632,-52.3280960797711,-58.4076429046827,7,2,2045.37539827941,0,0,FALSE
"FBgn0085438","FBgn0085438",0.994591458573609,0.999999795904049,-34.1940881966347,-34.4069485053684,7,2,150.674185906814,0,0,FALSE
"FBgn0085440","FBgn0085440",0.789246048730073,0.999999795904049,-26.8265834945836,-28.0340573606071,7,2,23.7496256889742,0,0,FALSE
"FBgn0085442","FBgn0085442",0.00035255143315845,0.010178196220793,-55.9975418268822,-67.4481910806978,7,2,3407.97519056581,0,0,FALSE
"FBgn0085443","FBgn0085443",0.691016058259267,0.999999795904049,-43.8678264551183,-45.3969177568928,7,2,865.656004325524,0,0,FALSE
"FBgn0085444","FBgn0085444",0.84368652844547,0.999999795904049,-43.6521804101159,-44.6718100858764,7,2,604.945305237286,0,0,FALSE
"FBgn0085446","FBgn0085446",0.00107497178507032,0.0237409383825783,-68.3862596154309,-78.5603557238474,7,2,12996.9661301423,0,0,FALSE
"FBgn0085447","FBgn0085447",0.28277569393172,0.639786968392852,-34.9165177224497,-38.0408146370898,7,2,156.705141181726,0,0,FALSE
"FBgn0085450","FBgn0085450",0.00105474830889493,0.0234794687140648,-54.4628337629621,-64.6588505738606,7,2,1828.50239505563,0,0,FALSE
"FBgn0085451","FBgn0085451",0.093750113254221,0.310255042728812,-49.5695303932683,-54.2750527847064,7,2,1626.02757565992,0,0,FALSE
"FBgn0085452","FBgn0085452",0.0116098120791336,0.0993646630391373,-42.3303056379057,-49.6922304139202,7,2,479.019474042544,0,0,FALSE
"FBgn0085453","FBgn0085453",0.781343885387697,0.999999795904049,-73.7029978391274,-74.9368730849749,7,2,12220.9497391111,0,0,FALSE
"FBgn0085454","FBgn0085454",0.0166492266415538,0.11923144277724,-57.016235755116,-63.9369099568948,7,2,1499.76198688969,0,0,FALSE
"FBgn0085455","FBgn0085455",1.00156981943757e-07,9.16600039984633e-06,-49.5113897523403,-69.9412137895927,7,2,1448.79551622416,0,0,FALSE
"FBgn0085456","FBgn0085456",0.299377793030478,0.662225569986216,-21.1956241789115,-24.2310912586404,7,2,13.3312648659457,0,0,FALSE
"FBgn0085459","FBgn0085459",0.0835942925916139,0.287518370146838,-23.4996598515615,-28.3592548606983,7,2,15.8890500461601,0,0,FALSE
"FBgn0085460","FBgn0085460",0.842625441163657,0.999999795904049,-37.2185136513878,-38.241937843284,7,2,155.151713864184,0,0,FALSE
"FBgn0085461","FBgn0085461",0.10516809611214,0.334217676536292,-45.6096186568457,-50.1592721408196,7,2,304.765276261384,0,0,FALSE
"FBgn0085462","FBgn0085462",0.10610251570647,0.336271485948845,-43.8136096219289,-48.3512031904621,7,2,250.221275026625,0,0,FALSE
"FBgn0085464","FBgn0085464",0.158351979844288,0.438702043044725,-43.0638598461312,-47.0447735493368,7,2,222.15863316042,0,0,FALSE
"FBgn0085465","FBgn0085465",0.0781238756690693,0.276165877146037,-34.25304041134,-39.2029538813927,7,2,74.4033530048167,0,0,FALSE
"FBgn0085468","FBgn0085468",0.210511761154832,0.529284553724181,-43.7870580672735,-47.3565196139816,7,2,1100.2238989778,0,0,FALSE
"FBgn0085474","FBgn0085474",0.634337768533787,0.999999795904049,-30.9359981759291,-32.6499037006676,7,2,91.1167650042125,0,0,FALSE
"FBgn0085475","FBgn0085475",0.315876548282137,0.685660900315421,-33.3638709876764,-36.3148475004104,7,2,113.292934089678,0,0,FALSE
"FBgn0085476","FBgn0085476",0.48687568701703,0.881420159066877,-49.7722079661608,-51.9961900852072,7,2,448.018778725118,0,0,FALSE
"FBgn0085477","FBgn0085477",0.890749700559705,0.999999795904049,-21.833266348178,-22.6759034932949,7,2,6.20516312760747,0,0,FALSE
"FBgn0085478","FBgn0085478",0.0214913371731495,0.134460099686523,-51.065076302848,-57.6699027803544,7,2,1334.74293121844,0,0,FALSE
"FBgn0085479","FBgn0085479",0.0202002456057762,0.130924607542707,-55.0207946931832,-61.7025524175563,7,2,1179.99424341885,0,0,FALSE
"FBgn0085480","FBgn0085480",0.785837865999256,0.999999795904049,-29.1395362089641,-30.3584165421202,7,2,16.2213468502994,0,0,FALSE
"FBgn0085481","FBgn0085481",0.780759121663555,0.999999795904049,-32.1496869363062,-33.3855097115044,7,2,38.5818193712678,0,0,FALSE
"FBgn0085482","FBgn0085482",0.909837254679011,0.999999795904049,-23.6686400088255,-24.4325499364514,7,2,12.6828943004297,0,0,FALSE
"FBgn0085483","FBgn0085483",4.22841528329402e-07,3.30761289366944e-05,-43.408258026868,-62.2851113910887,7,2,526.019719805631,0,0,FALSE
"FBgn0085484","FBgn0085484",5.07593524601816e-05,0.00206608271263797,-54.4663687038994,-68.0964330313938,7,2,2774.88140855309,0,0,FALSE
"FBgn0085485","FBgn0085485",0.111438459989123,0.34649605825606,-30.3901784304125,-34.8607064199696,7,2,58.3588398410409,0,0,FALSE
"FBgn0085486","FBgn0085486",0.0208451733374345,0.133067147352834,-54.8326216473631,-61.4753778968376,7,2,1152.94086518584,0,0,FALSE
"FBgn0085488","FBgn0085488",0.00157241277958211,0.030131621238112,-47.8219543401417,-57.5556607907971,7,2,626.353960734613,0,0,FALSE
"FBgn0085489","FBgn0085489",0.0165367781733836,0.118925510007046,-42.0774903520873,-49.0065089781191,7,2,248.386168185698,0,0,FALSE
"FBgn0085491","FBgn0085491",0.270912042638531,0.621650347595004,-33.135338057468,-36.3257160972361,7,2,37.7610771626706,0,0,FALSE
"FBgn0085512","FBgn0085512",0.977745908507092,0.999999795904049,-20.5501614614911,-20.9445319949793,7,2,9.05944736286135,0,0,FALSE
"FBgn0085520","FBgn0085520",0.226032252556413,0.553723542401986,-41.1995209282326,-44.6636401439041,7,2,214.645859018695,0,0,FALSE
"FBgn0085521","FBgn0085521",0.00757509401554762,0.0805364209610461,-52.8913210286118,-60.7695214422713,7,2,766.319771463576,0,0,FALSE
"FBgn0085523","FBgn0085523",0.16268602576329,0.447178981691714,-33.1662331218152,-37.1087541200317,7,2,80.886911667753,0,0,FALSE
"FBgn0085570","FBgn0085570",0.944396273202644,0.999999795904049,-33.0748676026275,-33.6773702544502,7,2,174.638160717533,0,0,FALSE
"FBgn0085582","FBgn0085582",0.399334021824613,0.787309908981727,-23.2393233606996,-25.8080613753763,7,2,16.2162395093202,0,0,FALSE
"FBgn0085599","FBgn0085599",0.854877824560966,0.999999795904049,-25.5727513140956,-26.5519254399984,7,2,31.4793775913617,0,0,FALSE
"FBgn0085638","FBgn0085638",0.995606774270293,0.999999795904049,-41.966528872399,-42.1614122080142,7,2,434.170275583532,0,0,FALSE
"FBgn0085644","FBgn0085644",0.704944929461713,0.999999795904049,-24.2681519253901,-25.7520693392477,7,2,13.729222566686,0,0,FALSE
"FBgn0085664","FBgn0085664",0.970193526347265,0.999999795904049,-24.8556070171655,-25.3058011255621,7,2,19.7000429330909,0,0,FALSE
"FBgn0085673","FBgn0085673",0.0253174924411838,0.146183723365549,-33.2596549231806,-39.6601166906234,7,2,100.302640963544,0,0,FALSE
"FBgn0085693","FBgn0085693",0.00352387303795509,0.0515108503869215,-52.1762007385004,-60.9654276459327,7,2,733.290883861815,0,0,FALSE
"FBgn0085732","FBgn0085732",0.109161490288022,0.342247914691643,-49.3663194914255,-53.8650998752018,7,2,1190.49165119078,0,0,FALSE
"FBgn0085734","FBgn0085734",0.545136532279501,0.9372154089312,-28.9738629780295,-30.9887524408085,7,2,57.3936367591091,0,0,FALSE
"FBgn0085736","FBgn0085736",0.979512054165389,0.999999795904049,-55.8664873930101,-56.2465052711634,7,2,1831.86502499033,0,0,FALSE
"FBgn0085771","FBgn0085771",0.185172804951855,0.488056228635415,-76.2109260555974,-79.967610416553,7,2,14879.8888051571,0,0,FALSE
"FBgn0085784","FBgn0085784",0.767247127342155,0.999999795904049,-27.0280953183112,-28.3087092192801,7,2,33.5922274090206,0,0,FALSE
"FBgn0085786","FBgn0085786",0.666441196363506,0.999999795904049,-27.5757428188247,-29.1846650336814,7,2,53.3667406387734,0,0,FALSE
"FBgn0085788","FBgn0085788",0.454546182084491,0.850308034942825,-19.6585907921658,-22.0048464238324,7,2,7.87192278743658,0,0,FALSE
"FBgn0085789","FBgn0085789",0.943915985657777,0.999999795904049,-32.6853025170872,-33.2902943648805,7,2,147.607073740756,0,0,FALSE
"FBgn0085790","FBgn0085790",0.487094945257882,0.881517826483244,-36.3110785656472,-38.5342484136991,7,2,163.563538999358,0,0,FALSE
"FBgn0085791","FBgn0085791",0.608844612688722,0.990592873212583,-35.3661965426284,-37.1644274513247,7,2,147.669663371711,0,0,FALSE
"FBgn0085792","FBgn0085792",0.636042557981019,0.999999795904049,-36.6538898742587,-38.3621911733342,7,2,181.157841754705,0,0,FALSE
"FBgn0085810","FBgn0085810",0.922017454506764,0.999999795904049,-54.045642137815,-54.7560740841741,7,2,2150.16006647235,0,0,FALSE
"FBgn0085812","FBgn0085812",0.0144389403477222,0.110732007594553,-29.8638598278741,-36.9595018008926,7,2,34.3184868051548,0,0,FALSE
"FBgn0085813","FBgn0085813",0.128169302845942,0.379706836364993,-79.2189435547872,-83.4966165532852,7,2,20495.2138130198,0,0,FALSE
"FBgn0085819","FBgn0085819",0.178306582416096,0.476187062176268,-73.4905274348158,-77.3017590271529,7,2,10758.9109337403,0,0,FALSE
"FBgn0086061","FBgn0086061",0.96982377133917,0.999999795904049,-19.9819761548596,-20.4347152265265,7,2,6.28545875227541,0,0,FALSE
"FBgn0086129","FBgn0086129",0.921353622190389,0.999999795904049,-48.4273641675999,-49.1407899412927,7,2,1229.31811019903,0,0,FALSE
"FBgn0086130","FBgn0086130",0.951854889478736,0.999999795904049,-38.2634047640374,-38.8259719081752,7,2,314.95978113971,0,0,FALSE
"FBgn0086134","FBgn0086134",0.899016708079216,0.999999795904049,-58.8301226153051,-59.6393169638926,7,2,6541.26789559511,0,0,FALSE
"FBgn0086200","FBgn0086200",0.0853612283223863,0.291134846390476,-29.8547087314882,-34.6862981485015,7,2,37.1152805058248,0,0,FALSE
"FBgn0086251","FBgn0086251",0.700038424618026,0.999999795904049,-47.9677053159947,-49.4675347730349,7,2,458.568612673084,0,0,FALSE
"FBgn0086253","FBgn0086253",0.450121449033195,0.844513001388556,-34.9897104954492,-37.3531165360246,7,2,254.301318109161,0,0,FALSE
"FBgn0086254","FBgn0086254",0.00899298624702888,0.0879299275696608,-71.6940665386574,-79.3655707863347,7,2,15967.1235451816,0,0,FALSE
"FBgn0086346","FBgn0086346",0.0639496924082969,0.244317487885668,-52.0190565791453,-57.2336282170205,7,2,4317.97390387125,0,0,FALSE
"FBgn0086347","FBgn0086347",0.0181256675383205,0.12351279841285,-56.7387092674413,-63.5545931894248,7,2,1949.56576135583,0,0,FALSE
"FBgn0086348","FBgn0086348",0.674982618496671,0.999999795904049,-18.5507896085197,-20.13193170644,7,2,5.90188951821979,0,0,FALSE
"FBgn0086350","FBgn0086350",0.457153930058697,0.852485961474722,-33.6382319780901,-35.9744294462354,7,2,126.162027493503,0,0,FALSE
"FBgn0086355","FBgn0086355",0.612177218287961,0.992576914652174,-75.0294266267312,-76.8165729722905,7,2,23147.8982443855,0,0,FALSE
"FBgn0086356","FBgn0086356",0.0593681264798805,0.232588837988608,-39.3387054009635,-44.6506628419697,7,2,139.091779268047,0,0,FALSE
"FBgn0086357","FBgn0086357",0.196197911264887,0.506109645086763,-67.3416944432872,-71.0143613994939,7,2,8390.31333076635,0,0,FALSE
"FBgn0086358","FBgn0086358",0.791423013823165,0.999999795904049,-51.8760918506458,-53.0762634386173,7,2,1876.71841304193,0,0,FALSE
"FBgn0086359","FBgn0086359",0.000129277228843863,0.00452534939567942,-64.5242796575416,-77.1084967410011,7,2,3667.45362435057,0,0,FALSE
"FBgn0086361","FBgn0086361",0.903296613128,0.999999795904049,-49.851803224435,-50.6433067788147,7,2,2803.05542490942,0,0,FALSE
"FBgn0086362","FBgn0086362",0.0645346102134191,0.245413800165208,-45.6654042959733,-50.8680164593694,7,2,1168.86800917045,0,0,FALSE
"FBgn0086365","FBgn0086365",5.32167598487718e-10,8.27934523780559e-08,-45.7304189764726,-71.7448640861082,7,2,1205.70520424233,0,0,FALSE
"FBgn0086367","FBgn0086367",0.126669722910925,0.377207456443806,-53.4482691133299,-57.7422675822285,7,2,1614.76674065396,0,0,FALSE
"FBgn0086368","FBgn0086368",0.997869945666695,0.999999795904049,-36.6599562110112,-36.8037524508741,7,2,149.090297013021,0,0,FALSE
"FBgn0086370","FBgn0086370",0.352880341890553,0.733435786469954,-54.4263986277045,-57.1996190572484,7,2,1811.7678110988,0,0,FALSE
"FBgn0086371","FBgn0086371",0.150938524926415,0.425081099894772,-48.8732577909211,-52.9220537751157,7,2,1772.09296549729,0,0,FALSE
"FBgn0086372","FBgn0086372",0.0535095667720484,0.218692631039761,-48.365542892086,-53.8128599500499,7,2,1477.2559428867,0,0,FALSE
"FBgn0086377","FBgn0086377",0.714908037771645,0.999999795904049,-49.4393028409029,-50.8908979933799,7,2,2271.35235055754,0,0,FALSE
"FBgn0086378","FBgn0086378",0.759116355829755,0.999999795904049,-46.8813964323888,-48.1887930445006,7,2,946.520080656252,0,0,FALSE
"FBgn0086384","FBgn0086384",0.465540577379198,0.861210089108671,-51.3361692248048,-53.6402610867033,7,2,1500.93300362122,0,0,FALSE
"FBgn0086408","FBgn0086408",0.0181013116486065,0.123500818348771,-35.0833202880089,-41.900865092679,7,2,111.645517336001,0,0,FALSE
"FBgn0086442","FBgn0086442",0.10028552137369,0.324070590878006,-66.208915257382,-70.8232242433741,7,2,5906.50391228441,0,0,FALSE
"FBgn0086443","FBgn0086443",0.92077489969035,0.999999795904049,-54.9072470912234,-55.6232748128913,7,2,2867.89718472658,0,0,FALSE
"FBgn0086444","FBgn0086444",0.717629673378937,0.999999795904049,-40.3260144983991,-41.7687750754717,7,2,447.784880733589,0,0,FALSE
"FBgn0086445","FBgn0086445",0.491701867603023,0.887259692337874,-34.244670296419,-36.4508223878175,7,2,149.075810784648,0,0,FALSE
"FBgn0086446","FBgn0086446",0.179255693415029,0.477992424147254,-39.8527114704007,-43.6562951137261,7,2,463.475020387195,0,0,FALSE
"FBgn0086447","FBgn0086447",0.902661039938434,0.999999795904049,-32.3717244765529,-33.165872601518,7,2,94.2817202905535,0,0,FALSE
"FBgn0086448","FBgn0086448",0.898776543191173,0.999999795904049,-32.9626215673122,-33.7728006357568,7,2,99.4320301035982,0,0,FALSE
"FBgn0086450","FBgn0086450",0.000365901382417409,0.0104772007292609,-55.6874889014304,-67.095887947305,7,2,2322.64997991594,0,0,FALSE
"FBgn0086451","FBgn0086451",0.78832636507884,0.999999795904049,-44.3156697069772,-45.5262246028547,7,2,626.896399045109,0,0,FALSE
"FBgn0086472","FBgn0086472",0.658762387548528,0.999999795904049,-77.432177504632,-79.0661185671344,7,2,36450.1897223635,0,0,FALSE
"FBgn0086532","FBgn0086532",0.82532140012257,0.999999795904049,-20.2004439276797,-21.2848725826431,7,2,7.77009696432465,0,0,FALSE
"FBgn0086558","FBgn0086558",0.872845110159419,0.999999795904049,-92.0508842040151,-92.9631777211074,7,2,152355.45449296,0,0,FALSE
"FBgn0086604","FBgn0086604",0.459753207244256,0.855557065870364,-32.3760827417233,-34.7022906242761,7,2,81.6354337463946,0,0,FALSE
"FBgn0086605","FBgn0086605",0.366539706576014,0.748038036944665,-46.4829244361396,-49.19408116124,7,2,1517.20552257398,0,0,FALSE
"FBgn0086608","FBgn0086608",0.422062079601153,0.81277860522285,-38.4384860355432,-40.9132858196349,7,2,226.107452898088,0,0,FALSE
"FBgn0086611","FBgn0086611",0.541988445325227,0.934478990619797,-22.3253776821511,-24.3512565539493,7,2,16.1255481537857,0,0,FALSE
"FBgn0086613","FBgn0086613",0.972203330637313,0.999999795904049,-42.5324328923324,-42.9685198843318,7,2,544.47651925453,0,0,FALSE
"FBgn0086655","FBgn0086655",0.267158029484307,0.615760778409757,-43.9650135983152,-47.1767908067903,7,2,428.104281376662,0,0,FALSE
"FBgn0086656","FBgn0086656",0.890170944666989,0.999999795904049,-49.5172703149544,-50.362215446048,7,2,3040.78374284144,0,0,FALSE
"FBgn0086657","FBgn0086657",0.78863265534341,0.999999795904049,-45.1488008027718,-46.3583298499539,7,2,760.965683640842,0,0,FALSE
"FBgn0086661","FBgn0086661",0.783899708674925,0.999999795904049,-24.8139311135363,-26.0392845933912,7,2,19.872357582971,0,0,FALSE
"FBgn0086662","FBgn0086662",0.674486315598207,0.999999795904049,-27.2781918890786,-28.860946956048,7,2,24.6449914252296,0,0,FALSE
"FBgn0086663","FBgn0086663",0.396004660105148,0.783514416853369,-25.6573957306818,-28.2402032869757,7,2,19.0409835143967,0,0,FALSE
"FBgn0086666","FBgn0086666",0.968321301551619,0.999999795904049,-23.61023646719,-24.0731665622681,7,2,13.9750550287173,0,0,FALSE
"FBgn0086674","FBgn0086674",0.612520944725446,0.992735198830569,-51.8199605586854,-53.6059647705297,7,2,1454.10822470039,0,0,FALSE
"FBgn0086675","FBgn0086675",0.101583145536585,0.327131371619887,-32.1950972346895,-36.7919466222167,7,2,94.2963665444683,0,0,FALSE
"FBgn0086676","FBgn0086676",3.56762433825786e-25,3.33025839895244e-22,-64.1028936170968,-126.331158611945,7,2,9076.72194277228,0,0,FALSE
"FBgn0086677","FBgn0086677",0.00123164207196847,0.0259330109649662,-24.1658505595711,-34.1827197241069,7,2,20.7445687401421,0,0,FALSE
"FBgn0086679","FBgn0086679",0.728367276906523,0.999999795904049,-49.13105918962,-50.5389298517864,7,2,1804.41037130913,0,0,FALSE
"FBgn0086680","FBgn0086680",2.94782054692931e-11,5.81343426733862e-09,-66.0686194959364,-95.1369243126481,7,2,11524.6773255236,0,0,FALSE
"FBgn0086681","FBgn0086681",0.0392874105533883,0.184474286575635,-51.5128060444847,-57.3579377809602,7,2,766.358747731501,0,0,FALSE
"FBgn0086683","FBgn0086683",0.326555820403951,0.700326940924509,-46.3327752447151,-49.2308828429387,7,2,1021.2524602241,0,0,FALSE
"FBgn0086686","FBgn0086686",0.00283983922976286,0.0448797165859363,-53.1516286620893,-62.1949149835154,7,2,1988.13639392767,0,0,FALSE
"FBgn0086687","FBgn0086687",0.0231053416382164,0.139854157926884,-92.7295331471977,-99.24420448573,7,2,170056.626016743,0,0,FALSE
"FBgn0086690","FBgn0086690",0.176335213721835,0.473148535559218,-58.3471724938738,-62.1744037180522,7,2,2195.13235998999,0,0,FALSE
"FBgn0086691","FBgn0086691",0.845928748366736,0.999999795904049,-63.7416887507539,-64.7532776246968,7,2,3837.75495565071,0,0,FALSE
"FBgn0086693","FBgn0086693",0.79614749812206,0.999999795904049,-27.8074977776596,-28.9917753154318,7,2,42.4249205709358,0,0,FALSE
"FBgn0086694","FBgn0086694",0.281292968578111,0.63763773610277,-44.2954205654745,-47.4278523789814,7,2,952.007689184044,0,0,FALSE
"FBgn0086695","FBgn0086695",0.645087957280086,0.999999795904049,-29.1804173218443,-30.8590450227591,7,2,66.2500923766764,0,0,FALSE
"FBgn0086698","FBgn0086698",0.348837475513587,0.72814882709321,-43.3788140634865,-46.1707461553151,7,2,630.880277970905,0,0,FALSE
"FBgn0086704","FBgn0086704",0.712426327408241,0.999999795904049,-30.243616879375,-31.7032655160581,7,2,81.009546436275,0,0,FALSE
"FBgn0086706","FBgn0086706",0.713999982340361,0.999999795904049,-66.176151319783,-67.6306934656971,7,2,12298.1698567379,0,0,FALSE
"FBgn0086707","FBgn0086707",0.714651969704865,0.999999795904049,-49.0487366747623,-50.5011628963507,7,2,1633.50170410096,0,0,FALSE
"FBgn0086708","FBgn0086708",2.52750096968849e-06,0.000163842910081381,-49.1339320051658,-66.0687935331023,7,2,2158.9618537833,0,0,FALSE
"FBgn0086710","FBgn0086710",0.645452806364001,0.999999795904049,-71.4240216628768,-73.101454525659,7,2,16473.7042312234,0,0,FALSE
"FBgn0086711","FBgn0086711",0.149830305779129,0.423480811772178,-32.5376619698939,-36.5968586995326,7,2,146.86703984497,0,0,FALSE
"FBgn0086712","FBgn0086712",0.914940021581642,0.999999795904049,-50.1133717246637,-50.8552353061861,7,2,1146.83403203588,0,0,FALSE
"FBgn0086757","FBgn0086757",0.80646145607149,0.999999795904049,-46.4574578417179,-47.606795344714,7,2,827.663266045187,0,0,FALSE
"FBgn0086758","FBgn0086758",0.049726733383454,0.209405630326353,-54.9207734450304,-60.4631109973513,7,2,1017.70854746261,0,0,FALSE
"FBgn0086768","FBgn0086768",0.934626735827694,0.999999795904049,-47.7743730597075,-48.4258533836554,7,2,1968.73456567851,0,0,FALSE
"FBgn0086778","FBgn0086778",0.394100758978827,0.781977299344423,-26.1820430797052,-28.7729337423873,7,2,26.5929063810894,0,0,FALSE
"FBgn0086779","FBgn0086779",0.0145386088822813,0.111058156884726,-46.2302835149762,-53.3174948478431,7,2,1515.86879584664,0,0,FALSE
"FBgn0086782","FBgn0086782",0.0195306968863262,0.128691208377571,-26.1327791582778,-32.8563154453833,7,2,26.6656635998927,0,0,FALSE
"FBgn0086784","FBgn0086784",0.0446675122895826,0.196615689116233,-50.7639826286302,-56.4446702843365,7,2,2528.91402887766,0,0,FALSE
"FBgn0086785","FBgn0086785",0.748362421122439,0.999999795904049,-41.852002930526,-43.1946639951873,7,2,569.306431616678,0,0,FALSE
"FBgn0086855","FBgn0086855",0.963392808498521,0.999999795904049,-40.8527774605274,-41.3476239849421,7,2,660.374916179763,0,0,FALSE
"FBgn0086856","FBgn0086856",0.957885715798283,0.999999795904049,-39.5207762104098,-40.0489993882466,7,2,377.980500729223,0,0,FALSE
"FBgn0086895","FBgn0086895",0.371160232791914,0.753841830512384,-40.3950592751255,-43.0856077199297,7,2,403.532863793015,0,0,FALSE
"FBgn0086898","FBgn0086898",0.779384329756284,0.999999795904049,-40.1496330858837,-41.3900313653629,7,2,289.398958632004,0,0,FALSE
"FBgn0086899","FBgn0086899",0.00846467690964068,0.0851454066729805,-49.8754845738956,-57.6200359814043,7,2,1543.49373187409,0,0,FALSE
"FBgn0086901","FBgn0086901",0.00120406845176702,0.0255278789884986,-54.5887160349999,-64.6317748773663,7,2,3042.01659852201,0,0,FALSE
"FBgn0086904","FBgn0086904",0.788101995699481,0.999999795904049,-71.2721124230289,-72.4834186327616,7,2,18467.9167758963,0,0,FALSE
"FBgn0086906","FBgn0086906",0.0041034520047061,0.0564961012486675,-79.1328285699657,-87.7420971657425,7,2,29172.7061798179,0,0,FALSE
"FBgn0086907","FBgn0086907",0.0154512859848983,0.115027688748609,-60.4574467872774,-67.4699550734395,7,2,2345.09991749443,0,0,FALSE
"FBgn0086908","FBgn0086908",0.0175933161458648,0.122072156924875,-41.8369334129348,-48.6896194757372,7,2,565.049525199928,0,0,FALSE
"FBgn0086909","FBgn0086909",0.181739135164534,0.482271160552878,-50.0752581272056,-53.8589960661003,7,2,2004.09525282184,0,0,FALSE
"FBgn0086912","FBgn0086912",0.975434967829531,0.999999795904049,-41.0317204518036,-41.4440420368373,7,2,362.055391861183,0,0,FALSE
"FBgn0086913","FBgn0086913",0.993764437587073,0.999999795904049,-21.1522406680644,-21.378413999499,7,2,11.0229574938479,0,0,FALSE
"FBgn0086915","FBgn0086915",0.00899782127034336,0.0879299275696608,-72.707391928298,-80.3782471044597,7,2,10513.4923118878,0,0,FALSE
"FBgn0086916","FBgn0086916",0.00518666326333846,0.065074963273535,-41.0094269975309,-49.340619820162,7,2,182.650630877056,0,0,FALSE
"FBgn0087002","FBgn0087002",7.07341480335125e-07,5.26818904662363e-05,-87.4685320571877,-105.788281472531,7,2,76553.4629245261,0,0,FALSE
"FBgn0087005","FBgn0087005",0.976110922684106,0.999999795904049,-22.4739846853581,-22.8811452111797,7,2,10.8437870691056,0,0,FALSE
"FBgn0087007","FBgn0087007",0.0925743659796193,0.307415796032509,-61.270618120712,-65.9931675282298,7,2,2686.46250136108,0,0,FALSE
"FBgn0087008","FBgn0087008",0.0103575927063174,0.0933249762380024,-51.4287474918075,-58.9293028904154,7,2,1925.56407218244,0,0,FALSE
"FBgn0087011","FBgn0087011",0.0889066387432519,0.299463737234307,-45.2838497009141,-50.0608242222848,7,2,617.086921388481,0,0,FALSE
"FBgn0087012","FBgn0087012",0.639196872201419,0.999999795904049,-40.7416989705661,-42.4396409803689,7,2,299.168156243116,0,0,FALSE
"FBgn0087013","FBgn0087013",0.566115806437573,0.955097529237728,-67.871439964948,-69.8138489993927,7,2,20048.097263882,0,0,FALSE
"FBgn0087021","FBgn0087021",0.660782082642927,0.999999795904049,-31.0464291648461,-32.6737851093627,7,2,62.0544883238232,0,0,FALSE
"FBgn0087035","FBgn0087035",0.0964635338773903,0.315875210793082,-72.1611626047261,-76.8281269429374,7,2,15838.0276067643,0,0,FALSE
"FBgn0087039","FBgn0087039",0.125266665529305,0.374412902823134,-41.4129781643219,-45.7224099341331,7,2,528.421756877788,0,0,FALSE
"FBgn0243486","FBgn0243486",0.427345356567719,0.818898273253209,-31.4130024720536,-33.8664618383473,7,2,51.6970720305905,0,0,FALSE
"FBgn0243511","FBgn0243511",0.249885497061794,0.59023224187909,-58.7881204277874,-62.1016537077879,7,2,2166.08279107244,0,0,FALSE
"FBgn0243512","FBgn0243512",0.047278884890549,0.203866966089089,-51.0979876186646,-56.705516000815,7,2,1365.84902614009,0,0,FALSE
"FBgn0243513","FBgn0243513",0.344463620873422,0.722573725763245,-29.540205836999,-32.3525656893387,7,2,49.8224277560743,0,0,FALSE
"FBgn0243514","FBgn0243514",0.783119043476596,0.999999795904049,-35.6255739252105,-36.8535320402661,7,2,119.022040262562,0,0,FALSE
